#425
#41373
# what-if time: 276.9609661102295
# cost_requests: 1719994	cache_hits: 1503891
data;

set QUERIES :=  1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 21 22;

param a :=
1 43106304 # ['c_acctbal']
2 80330752 # ['c_address']
3 174383104 # ['c_comment']
4 39182336 # ['c_custkey']
5 52895744 # ['c_mktsegment']
6 68575232 # ['c_name']
7 39182336 # ['c_nationkey']
8 62693376 # ['c_phone']
9 1567334400 # ['l_commitdate']
10 1567334400 # ['l_discount']
11 1880809472 # ['l_extendedprice']
12 1410605056 # ['l_linestatus']
13 1567334400 # ['l_orderkey']
14 1567334400 # ['l_partkey']
15 1645707264 # ['l_quantity']
16 1567334400 # ['l_receiptdate']
17 1410605056 # ['l_returnflag']
18 1567334400 # ['l_shipdate']
19 3291414528 # ['l_shipinstruct']
20 2115903488 # ['l_shipmode']
21 1567334400 # ['l_suppkey']
22 1567334400 # ['l_tax']
23 8192 # ['n_name']
24 8192 # ['n_nationkey']
25 8192 # ['n_regionkey']
26 1273700352 # ['o_comment']
27 391905280 # ['o_custkey']
28 391905280 # ['o_orderdate']
29 391905280 # ['o_orderkey']
30 627048448 # ['o_orderpriority']
31 352714752 # ['o_orderstatus']
32 391905280 # ['o_shippriority']
33 470286336 # ['o_totalprice']
34 70541312 # ['p_brand']
35 70541312 # ['p_container']
36 128024576 # ['p_name']
37 52248576 # ['p_partkey']
38 52248576 # ['p_size']
39 96665600 # ['p_type']
40 209133568 # ['ps_availqty']
41 209133568 # ['ps_partkey']
42 209133568 # ['ps_suppkey']
43 230047744 # ['ps_supplycost']
44 8192 # ['r_name']
45 8192 # ['r_regionkey']
46 5349376 # ['s_address']
47 10313728 # ['s_comment']
48 5480448 # ['s_name']
49 2605056 # ['s_nationkey']
50 4177920 # ['s_phone']
51 2605056 # ['s_suppkey']
52 107765760 # ['c_acctbal', 'c_address']
17 12974 1932709.39
17 12985 311894.7
17 12986 1948155.28
17 13000 1915605.26
17 13002 1924910.99
17 13006 1922839.85
17 13010 311901.37
17 13013 311894.7
17 13016 1934541.39
17 13018 311894.7
17 13020 311850.39
17 13021 142749.31
17 13022 311896.37
17 13023 311894.7
17 13030 140960.17
17 13034 311894.7
17 13039 126544.59
17 13043 311894.7
17 13047 126293.53
17 13048 1915605.26
17 13054 311891.37
17 13060 1928293.39
17 13062 1943679.28
17 13067 1932709.39
17 13078 311894.7
17 13079 1948155.28
17 13093 1915605.26
17 13095 1924910.99
17 13099 1922839.85
17 13103 311901.37
17 13106 311894.7
17 13108 1934541.39
17 13111 311894.7
17 13114 311850.39
17 13115 142749.31
17 13118 311896.37
17 13119 311894.7
17 13169 140960.17
17 13189 311894.7
17 13206 126544.59
17 13220 311894.7
17 13240 126293.53
17 13241 1915605.26
17 13265 311891.37
17 13294 1928293.39
17 13301 1943679.28
17 13320 1932709.39
17 13346 311894.7
17 13350 1948155.28
17 13403 1915605.26
17 13411 1924910.99
17 13421 1922839.85
17 13443 311901.37
17 13452 311894.7
17 13458 1934541.39
17 13459 1950559.13
17 13460 292871.09
17 13461 1934541.39
17 13462 1934541.39
17 13463 292826.77
17 13464 123725.69
17 13465 1934541.39
17 13466 1934541.39
17 13467 292872.75
17 13468 292871.09
17 13469 1934541.39
17 13470 1934541.39
17 13471 1934541.39
17 13472 1934541.39
17 13473 1934541.39
17 13474 1934541.39
17 13475 1934541.39
17 13476 1934541.39
17 13477 1934541.39
17 13478 1934541.39
17 13479 1934541.39
17 13480 1934541.39
17 13481 1934541.39
17 13482 1934541.39
17 13483 1934541.39
17 13484 1934541.39
17 13485 1934541.39
17 13486 1934541.39
17 13487 1934541.39
17 13488 1934541.39
17 13489 1934541.39
17 13490 1934541.39
17 13491 1934541.39
17 13492 1934541.39
17 13493 1934541.39
17 13494 1934541.39
17 13495 1934541.39
17 13496 1934541.39
17 13497 1934541.39
17 13498 1934541.39
17 13499 1934541.39
17 13500 1934541.39
17 13501 1934541.39
17 13502 1934541.39
17 13503 1934541.39
17 13504 1934541.39
17 13505 1934541.39
17 13506 1952262.17
17 13507 1934541.39
17 13508 1934541.39
17 13509 1934541.39
17 13510 1934541.39
17 13511 1934541.39
17 13512 1943302.63
17 13513 1934541.39
17 13514 1934541.39
17 13515 1934541.39
17 13516 1934541.39
17 13517 1934541.39
17 13518 121936.55
17 13519 1934541.39
17 13520 1934541.39
17 13521 1934541.39
17 13522 1934541.39
17 13523 1934541.39
17 13524 1934541.39
17 13525 1934541.39
17 13526 1934541.39
17 13527 1934541.39
17 13528 1934541.39
17 13529 1934541.39
17 13530 1934541.39
17 13531 1934541.39
17 13532 1934541.39
17 13533 1934541.39
17 13534 1934541.39
17 13535 1934541.39
17 13536 1934541.39
17 13537 1934541.39
17 13538 292871.09
17 13539 1934541.39
17 13540 1934541.39
17 13541 1934541.39
17 13542 1934541.39
17 13543 1934541.39
17 13544 1934541.39
17 13545 1934541.39
17 13546 1934541.39
17 13547 1934541.39
17 13548 1934541.39
17 13549 1934541.39
17 13550 1934541.39
17 13551 1934541.39
17 13552 1934541.39
17 13553 1934541.39
17 13554 1934541.39
17 13555 107520.97
17 13556 1934541.39
17 13557 1934541.39
17 13558 1934541.39
17 13559 1934541.39
17 13560 1934541.39
17 13561 1934541.39
17 13562 1934541.39
17 13563 1934541.39
17 13564 1934541.39
17 13565 1934541.39
17 13566 1934541.39
17 13567 1934541.39
17 13568 1934541.39
17 13569 292871.09
17 13570 1934541.39
17 13571 1934541.39
17 13572 1934541.39
17 13573 1934541.39
17 13574 1934541.39
17 13575 1934541.39
17 13576 1934541.39
17 13577 1934541.39
17 13578 1934541.39
17 13579 1934541.39
17 13580 1934541.39
17 13581 1934541.39
17 13582 1934541.39
17 13583 1934541.39
17 13584 1934541.39
17 13585 1934541.39
17 13586 1934541.39
17 13587 1934541.39
17 13588 1934541.39
17 13589 107269.92
17 13590 1915605.26
17 13591 1934541.39
17 13592 1934541.39
17 13593 1934541.39
17 13594 1934541.39
17 13595 1934541.39
17 13596 1934541.39
17 13597 1934541.39
17 13598 1934541.39
17 13599 1934541.39
17 13600 1934541.39
17 13601 1934541.39
17 13602 1934541.39
17 13603 1934541.39
17 13604 1934541.39
17 13605 1934541.39
17 13606 1934541.39
17 13607 1934541.39
17 13608 1934541.39
17 13609 1934541.39
17 13610 1934541.39
17 13611 1934541.39
17 13612 1934541.39
17 13613 1934541.39
17 13614 292867.75
17 13615 1934541.39
17 13616 1934541.39
17 13617 1934541.39
17 13618 1934541.39
17 13619 1934541.39
17 13620 1934541.39
17 13621 1934541.39
17 13622 1934541.39
17 13623 1934541.39
17 13624 1934541.39
17 13625 1934541.39
17 13626 1934541.39
17 13627 1934541.39
17 13628 1934541.39
17 13629 1934541.39
17 13630 1934541.39
17 13631 1934541.39
17 13632 1934541.39
17 13633 1934541.39
17 13634 1934541.39
17 13635 1934541.39
17 13636 1934541.39
17 13637 1934541.39
17 13638 1934541.39
17 13639 1934541.39
17 13640 1934541.39
17 13641 1934541.39
17 13642 1934541.39
17 13643 1928293.39
17 13644 1934541.39
17 13645 1934541.39
17 13646 1934541.39
17 13647 1934541.39
17 13648 1934541.39
17 13649 1934541.39
17 13650 1941454.17
17 13651 1934541.39
17 13652 1934541.39
17 13653 1934541.39
17 13654 1934541.39
17 13655 1934541.39
17 13656 1934541.39
17 13657 1934541.39
17 13658 1934541.39
17 13659 1934541.39
17 13660 1934541.39
17 13661 1934541.39
17 13662 1934541.39
17 13663 1934541.39
17 13664 1934541.39
17 13665 1934541.39
17 13666 1934541.39
17 13667 1934541.39
17 13668 1934541.39
17 13669 1932709.39
17 13670 1934541.39
17 13671 1934541.39
17 13672 1934541.39
17 13673 1934541.39
17 13674 1934541.39
17 13675 1934541.39
17 13676 1934541.39
17 13677 1934541.39
17 13678 1934541.39
17 13679 1934541.39
17 13680 1934541.39
17 13681 1934541.39
17 13682 1934541.39
17 13683 1934541.39
17 13684 1934541.39
17 13685 1934541.39
17 13686 1934541.39
17 13687 1934541.39
17 13688 1934541.39
17 13689 1934541.39
17 13690 1934541.39
17 13691 1934541.39
17 13692 1934541.39
17 13693 1934541.39
17 13694 1934541.39
17 13695 292871.09
17 13696 1934541.39
17 13697 1934541.39
17 13698 1934541.39
17 13699 1945930.17
17 13700 1934541.39
17 13701 1934541.39
17 13702 1934541.39
17 13703 1934541.39
17 13704 1934541.39
17 13705 1934541.39
17 13706 1934541.39
17 13707 1934541.39
17 13708 1934541.39
17 13709 1934541.39
17 13710 1934541.39
17 13711 1934541.39
17 13712 1934541.39
17 13713 1934541.39
17 13714 1934541.39
17 13715 1934541.39
17 13716 1934541.39
17 13717 1934541.39
17 13718 1934541.39
17 13719 1934541.39
17 13720 1941734.63
17 13721 1934541.39
17 13722 1934541.39
17 13723 1934541.39
17 13724 1934541.39
17 13725 1934541.39
17 13726 1934541.39
17 13727 1934541.39
17 13728 1934541.39
17 13729 1934541.39
17 13730 1934541.39
17 13731 1934541.39
17 13732 1934541.39
17 13733 1934541.39
17 13734 1934541.39
17 13735 1934541.39
17 13736 1934541.39
17 13737 1934541.39
17 13738 1934541.39
17 13739 1934541.39
17 13740 1934541.39
17 13741 1934541.39
17 13742 1934541.39
17 13743 1934541.39
17 13744 1934541.39
17 13745 1934541.39
17 13746 1934541.39
17 13747 1934541.39
17 13748 1934541.39
17 13749 1934541.39
17 13750 1934541.39
17 13751 1934541.39
17 13752 1915605.26
17 13753 1934541.39
17 13754 1934541.39
17 13755 1934541.39
17 13756 1934541.39
17 13757 1934541.39
17 13758 1934541.39
17 13759 1934541.39
17 13760 1907804.67
17 13761 1934541.39
17 13762 1934541.39
17 13763 1934541.39
17 13764 1934541.39
17 13765 1934541.39
17 13766 1934541.39
17 13767 1934541.39
17 13768 1934541.39
17 13769 1934541.39
17 13770 1922839.85
17 13771 1934541.39
17 13772 1934541.39
17 13773 1934541.39
17 13774 1934541.39
17 13775 1934541.39
17 13776 1934541.39
17 13777 1934541.39
17 13778 1934541.39
17 13779 1934541.39
17 13780 1934541.39
17 13781 1934541.39
17 13782 1934541.39
17 13783 1934541.39
17 13784 1934541.39
17 13785 1934541.39
17 13786 1934541.39
17 13787 1934541.39
17 13788 1934541.39
17 13789 1934541.39
17 13790 1934541.39
17 13791 1934541.39
17 13792 292877.75
17 13793 1934541.39
17 13794 1934541.39
17 13795 1934541.39
17 13796 1934541.39
17 13797 1946643.34
17 13798 1934541.39
17 13799 1934541.39
17 13800 1934541.39
17 13801 292871.09
17 13803 1934541.39
17 13804 1934541.39
17 13805 1934541.39
17 13806 1934541.39
17 13808 311894.7
17 13810 311850.39
17 13811 142749.31
17 13812 311896.37
17 13813 311894.7
17 13820 140960.17
17 13824 311894.7
17 13829 126544.59
17 13833 311894.7
17 13837 126293.53
17 13838 1915605.26
17 13844 311891.37
17 13850 1928293.39
17 13852 1943679.28
17 13857 1932709.39
17 13868 311894.7
17 13869 1948155.28
17 13883 1915605.26
17 13885 1924910.99
17 13889 1922839.85
17 13893 311901.37
17 13896 311894.7
17 13898 311894.7
17 13901 311850.39
17 13902 142749.31
17 13905 311896.37
17 13906 311894.7
17 13956 140960.17
17 13976 311894.7
17 13993 126544.59
17 14007 311894.7
17 14027 126293.53
17 14028 1920696.6
17 14052 311891.37
17 14081 1944311.13
17 14088 1946606.36
17 14107 1948727.13
17 14133 311894.7
17 14137 1951082.36
17 14190 1920696.6
17 14198 1924910.99
17 14208 1922839.85
17 14230 311901.37
17 14239 311894.7
17 14245 311894.7
17 14246 311894.7
17 14247 311850.39
17 14248 142749.31
17 14249 311894.7
17 14250 311894.7
17 14251 311894.7
17 14252 311894.7
17 14253 311894.7
17 14254 311894.7
17 14255 311894.7
17 14256 311894.7
17 14257 311894.7
17 14258 311894.7
17 14259 311894.7
17 14260 311894.7
17 14261 311894.7
17 14262 311894.7
17 14263 311894.7
17 14264 311894.7
17 14265 311894.7
17 14266 311894.7
17 14267 311894.7
17 14268 311894.7
17 14269 311894.7
17 14270 311894.7
17 14271 311894.7
17 14272 311894.7
17 14273 311894.7
17 14274 311894.7
17 14275 311894.7
17 14276 311894.7
17 14277 311894.7
17 14278 311894.7
17 14279 311894.7
17 14280 311894.7
17 14281 311894.7
17 14282 311894.7
17 14283 311894.7
17 14284 311894.7
17 14285 311894.7
17 14286 311894.7
17 14287 311894.7
17 14288 311894.7
17 14289 311894.7
17 14290 311894.7
17 14291 311894.7
17 14292 311894.7
17 14293 311894.7
17 14294 311894.7
17 14295 311894.7
17 14296 311894.7
17 14297 311894.7
17 14298 311894.7
17 14299 311894.7
17 14300 311894.7
17 14301 311894.7
17 14302 140960.17
17 14303 311894.7
17 14304 311894.7
17 14305 311894.7
17 14306 311894.7
17 14307 311894.7
17 14308 311894.7
17 14309 311894.7
17 14310 311894.7
17 14311 311894.7
17 14312 311894.7
17 14313 311894.7
17 14314 311894.7
17 14315 311894.7
17 14316 311894.7
17 14317 311894.7
17 14318 311894.7
17 14319 311894.7
17 14320 311894.7
17 14321 311894.7
17 14322 311894.7
17 14323 311894.7
17 14324 311894.7
17 14325 311894.7
17 14326 311894.7
17 14327 311894.7
17 14328 311894.7
17 14329 311894.7
17 14330 311894.7
17 14331 311894.7
17 14332 311894.7
17 14333 311894.7
17 14334 311894.7
17 14335 311894.7
17 14336 311894.7
17 14337 311894.7
17 14338 311894.7
17 14339 126544.59
17 14340 311894.7
17 14341 311894.7
17 14342 311894.7
17 14343 311894.7
17 14344 311894.7
17 14345 311894.7
17 14346 311894.7
17 14347 311894.7
17 14348 311894.7
17 14349 311894.7
17 14350 311894.7
17 14351 311894.7
17 14352 311894.7
17 14353 311894.7
17 14354 311894.7
17 14355 311894.7
17 14356 311894.7
17 14357 311894.7
17 14358 311894.7
17 14359 311894.7
17 14360 311894.7
17 14361 311894.7
17 14362 311894.7
17 14363 311894.7
17 14364 311894.7
17 14365 311894.7
17 14366 311894.7
17 14367 311894.7
17 14368 311894.7
17 14369 311894.7
17 14370 311894.7
17 14371 311894.7
17 14372 311894.7
17 14373 126293.53
17 14374 273934.96
17 14375 311894.7
17 14376 311894.7
17 14377 311894.7
17 14378 311894.7
17 14379 311894.7
17 14380 311894.7
17 14381 311894.7
17 14382 311894.7
17 14383 311894.7
17 14384 311894.7
17 14385 311894.7
17 14386 311894.7
17 14387 311894.7
17 14388 311894.7
17 14389 311894.7
17 14390 311894.7
17 14391 311894.7
17 14392 311894.7
17 14393 311894.7
17 14394 311894.7
17 14395 311894.7
17 14396 311894.7
17 14397 311894.7
17 14398 311891.37
17 14399 311894.7
17 14400 311894.7
17 14401 311894.7
17 14402 311894.7
17 14403 311894.7
17 14404 311894.7
17 14405 311894.7
17 14406 311894.7
17 14407 311894.7
17 14408 311894.7
17 14409 311894.7
17 14410 311894.7
17 14411 311894.7
17 14412 311894.7
17 14413 311894.7
17 14414 311894.7
17 14415 311894.7
17 14416 311894.7
17 14417 311894.7
17 14418 311894.7
17 14419 311894.7
17 14420 311894.7
17 14421 311894.7
17 14422 311894.7
17 14423 311894.7
17 14424 311894.7
17 14425 311894.7
17 14426 311894.7
17 14427 286623.09
17 14428 311894.7
17 14429 311894.7
17 14430 311894.7
17 14431 311894.7
17 14432 311894.7
17 14433 311894.7
17 14434 302008.98
17 14435 311894.7
17 14436 311894.7
17 14437 311894.7
17 14438 311894.7
17 14439 311894.7
17 14440 311894.7
17 14441 311894.7
17 14442 311894.7
17 14443 311894.7
17 14444 311894.7
17 14445 311894.7
17 14446 311894.7
17 14447 311894.7
17 14448 311894.7
17 14449 311894.7
17 14450 311894.7
17 14451 311894.7
17 14452 311894.7
17 14453 291039.09
17 14454 311894.7
17 14455 311894.7
17 14456 311894.7
17 14457 311894.7
17 14458 311894.7
17 14459 311894.7
17 14460 311894.7
17 14461 311894.7
17 14462 311894.7
17 14463 311894.7
17 14464 311894.7
17 14465 311894.7
17 14466 311894.7
17 14467 311894.7
17 14468 311894.7
17 14469 311894.7
17 14470 311894.7
17 14471 311894.7
17 14472 311894.7
17 14473 311894.7
17 14474 311894.7
17 14475 311894.7
17 14476 311894.7
17 14477 311894.7
17 14478 311894.7
17 14479 311894.7
17 14480 311894.7
17 14481 311894.7
17 14482 311894.7
17 14483 306484.98
17 14484 311894.7
17 14485 311894.7
17 14486 311894.7
17 14487 311894.7
17 14488 311894.7
17 14489 311894.7
17 14490 311894.7
17 14491 311894.7
17 14492 311894.7
17 14493 311894.7
17 14494 311894.7
17 14495 311894.7
17 14496 311894.7
17 14497 311894.7
17 14498 311894.7
17 14499 311894.7
17 14500 311894.7
17 14501 311894.7
17 14502 311894.7
17 14503 311894.7
17 14504 311894.7
17 14505 311894.7
17 14506 311894.7
17 14507 311894.7
17 14508 311894.7
17 14509 311894.7
17 14510 311894.7
17 14511 311894.7
17 14512 311894.7
17 14513 311894.7
17 14514 311894.7
17 14515 311894.7
17 14516 311894.7
17 14517 311894.7
17 14518 311894.7
17 14519 311894.7
17 14520 311894.7
17 14521 311894.7
17 14522 311894.7
17 14523 311894.7
17 14524 311894.7
17 14525 311894.7
17 14526 311894.7
17 14527 311894.7
17 14528 311894.7
17 14529 311894.7
17 14530 311894.7
17 14531 311894.7
17 14532 311894.7
17 14533 311894.7
17 14534 311894.7
17 14535 311894.7
17 14536 273934.96
17 14537 311894.7
17 14538 311894.7
17 14539 311894.7
17 14540 311894.7
17 14541 311894.7
17 14542 311894.7
17 14543 311894.7
17 14544 283240.69
17 14545 311894.7
17 14546 311894.7
17 14547 311894.7
17 14548 311894.7
17 14549 311894.7
17 14550 311894.7
17 14551 311894.7
17 14552 311894.7
17 14553 311894.7
17 14554 281169.55
17 14555 311894.7
17 14556 311894.7
17 14557 311894.7
17 14558 311894.7
17 14559 311894.7
17 14560 311894.7
17 14561 311894.7
17 14562 311894.7
17 14563 311894.7
17 14564 311894.7
17 14565 311894.7
17 14566 311894.7
17 14567 311894.7
17 14568 311894.7
17 14569 311894.7
17 14570 311894.7
17 14571 311894.7
17 14572 311894.7
17 14573 311894.7
17 14574 311894.7
17 14575 311894.7
17 14576 311894.7
17 14577 311894.7
17 14578 311894.7
17 14579 311894.7
17 14580 311894.7
17 14581 311894.7
17 14582 311894.7
17 14583 311894.7
17 14584 311894.7
17 14585 311894.7
17 14586 311894.7
17 14587 311894.7
17 14588 311894.7
17 14589 311894.7
17 14590 311894.7
17 14592 311850.39
17 14593 142749.31
17 14596 311896.37
17 14597 311894.7
17 14647 140960.17
17 14667 311894.7
17 14684 126544.59
17 14698 311894.7
17 14718 126293.53
17 14719 1915605.26
17 14743 311891.37
17 14772 1928293.39
17 14779 1943679.28
17 14798 1932709.39
17 14824 311894.7
17 14828 1948155.28
17 14881 1915605.26
17 14889 1924910.99
17 14899 1922839.85
17 14921 311901.37
17 14930 311894.7
17 14936 311850.39
17 14937 142749.31
17 14938 311896.37
17 14939 311894.7
17 14946 140960.17
17 14950 311894.7
17 14955 126544.59
17 14959 311894.7
17 14963 126293.53
17 14964 1915605.26
17 14970 311891.37
17 14976 1928293.39
17 14978 1943679.28
17 14983 1932709.39
17 14994 311894.7
17 14995 1948155.28
17 15009 1915605.26
17 15011 1924910.99
17 15015 1922839.85
17 15019 311901.37
17 15022 311894.7
17 15024 142749.31
17 15025 311850.39
17 15026 311850.39
17 15027 311850.39
17 15028 311850.39
17 15029 311850.39
17 15030 311850.39
17 15031 311850.39
17 15032 311850.39
17 15033 311850.39
17 15034 311850.39
17 15035 311850.39
17 15036 311850.39
17 15037 311850.39
17 15038 311850.39
17 15039 311850.39
17 15040 311850.39
17 15041 311850.39
17 15042 311850.39
17 15043 311850.39
17 15044 311850.39
17 15045 311850.39
17 15046 311850.39
17 15047 311850.39
17 15048 311850.39
17 15049 311850.39
17 15050 311850.39
17 15051 311850.39
17 15052 311850.39
17 15053 311850.39
17 15054 311850.39
17 15055 311850.39
17 15056 311850.39
17 15057 311850.39
17 15058 311850.39
17 15059 311850.39
17 15060 311850.39
17 15061 311850.39
17 15062 311850.39
17 15063 311850.39
17 15064 311850.39
17 15065 311850.39
17 15066 311850.39
17 15067 311850.39
17 15068 311850.39
17 15069 311850.39
17 15070 311850.39
17 15071 311850.39
17 15072 311850.39
17 15073 311850.39
17 15074 311850.39
17 15075 311850.39
17 15076 311850.39
17 15077 311850.39
17 15078 140960.17
17 15079 311850.39
17 15080 311850.39
17 15081 311850.39
17 15082 311850.39
17 15083 311850.39
17 15084 311850.39
17 15085 311850.39
17 15086 311850.39
17 15087 311850.39
17 15088 311850.39
17 15089 311850.39
17 15090 311850.39
17 15091 311850.39
17 15092 311850.39
17 15093 311850.39
17 15094 311850.39
17 15095 311850.39
17 15096 311850.39
17 15097 311850.39
17 15098 311850.39
17 15099 311850.39
17 15100 311850.39
17 15101 311850.39
17 15102 311850.39
17 15103 311850.39
17 15104 311850.39
17 15105 311850.39
17 15106 311850.39
17 15107 311850.39
17 15108 311850.39
17 15109 311850.39
17 15110 311850.39
17 15111 311850.39
17 15112 311850.39
17 15113 311850.39
17 15114 311850.39
17 15115 126544.59
17 15116 311850.39
17 15117 311850.39
17 15118 311850.39
17 15119 311850.39
17 15120 311850.39
17 15121 311850.39
17 15122 311850.39
17 15123 311850.39
17 15124 311850.39
17 15125 311850.39
17 15126 311850.39
17 15127 311850.39
17 15128 311850.39
17 15129 311850.39
17 15130 311850.39
17 15131 311850.39
17 15132 311850.39
17 15133 311850.39
17 15134 311850.39
17 15135 311850.39
17 15136 311850.39
17 15137 311850.39
17 15138 311850.39
17 15139 311850.39
17 15140 311850.39
17 15141 311850.39
17 15142 311850.39
17 15143 311850.39
17 15144 311850.39
17 15145 311850.39
17 15146 311850.39
17 15147 311850.39
17 15148 311850.39
17 15149 126293.53
17 15150 273890.65
17 15151 311850.39
17 15152 311850.39
17 15153 311850.39
17 15154 311850.39
17 15155 311850.39
17 15156 311850.39
17 15157 311850.39
17 15158 311850.39
17 15159 311850.39
17 15160 311850.39
17 15161 311850.39
17 15162 311850.39
17 15163 311850.39
17 15164 311850.39
17 15165 311850.39
17 15166 311850.39
17 15167 311850.39
17 15168 311850.39
17 15169 311850.39
17 15170 311850.39
17 15171 311850.39
17 15172 311850.39
17 15173 311850.39
17 15174 311850.39
17 15175 311850.39
17 15176 311850.39
17 15177 311850.39
17 15178 311850.39
17 15179 311850.39
17 15180 311850.39
17 15181 311850.39
17 15182 311850.39
17 15183 311850.39
17 15184 311850.39
17 15185 311850.39
17 15186 311850.39
17 15187 311850.39
17 15188 311850.39
17 15189 311850.39
17 15190 311850.39
17 15191 311850.39
17 15192 311850.39
17 15193 311850.39
17 15194 311850.39
17 15195 311850.39
17 15196 311850.39
17 15197 311850.39
17 15198 311850.39
17 15199 311850.39
17 15200 311850.39
17 15201 311850.39
17 15202 311850.39
17 15203 286578.77
17 15204 311850.39
17 15205 311850.39
17 15206 311850.39
17 15207 311850.39
17 15208 311850.39
17 15209 311850.39
17 15210 301964.67
17 15211 311850.39
17 15212 311850.39
17 15213 311850.39
17 15214 311850.39
17 15215 311850.39
17 15216 311850.39
17 15217 311850.39
17 15218 311850.39
17 15219 311850.39
17 15220 311850.39
17 15221 311850.39
17 15222 311850.39
17 15223 311850.39
17 15224 311850.39
17 15225 311850.39
17 15226 311850.39
17 15227 311850.39
17 15228 311850.39
17 15229 290994.77
17 15230 311850.39
17 15231 311850.39
17 15232 311850.39
17 15233 311850.39
17 15234 311850.39
17 15235 311850.39
17 15236 311850.39
17 15237 311850.39
17 15238 311850.39
17 15239 311850.39
17 15240 311850.39
17 15241 311850.39
17 15242 311850.39
17 15243 311850.39
17 15244 311850.39
17 15245 311850.39
17 15246 311850.39
17 15247 311850.39
17 15248 311850.39
17 15249 311850.39
17 15250 311850.39
17 15251 311850.39
17 15252 311850.39
17 15253 311850.39
17 15254 311850.39
17 15255 311850.39
17 15256 311850.39
17 15257 311850.39
17 15258 311850.39
17 15259 306440.67
17 15260 311850.39
17 15261 311850.39
17 15262 311850.39
17 15263 311850.39
17 15264 311850.39
17 15265 311850.39
17 15266 311850.39
17 15267 311850.39
17 15268 311850.39
17 15269 311850.39
17 15270 311850.39
17 15271 311850.39
17 15272 311850.39
17 15273 311850.39
17 15274 311850.39
17 15275 311850.39
17 15276 311850.39
17 15277 311850.39
17 15278 311850.39
17 15279 311850.39
17 15280 311850.39
17 15281 311850.39
17 15282 311850.39
17 15283 311850.39
17 15284 311850.39
17 15285 311850.39
17 15286 311850.39
17 15287 311850.39
17 15288 311850.39
17 15289 311850.39
17 15290 311850.39
17 15291 311850.39
17 15292 311850.39
17 15293 311850.39
17 15294 311850.39
17 15295 311850.39
17 15296 311850.39
17 15297 311850.39
17 15298 311850.39
17 15299 311850.39
17 15300 311850.39
17 15301 311850.39
17 15302 311850.39
17 15303 311850.39
17 15304 311850.39
17 15305 311850.39
17 15306 311850.39
17 15307 311850.39
17 15308 311850.39
17 15309 311850.39
17 15310 311850.39
17 15311 311850.39
17 15312 273890.65
17 15313 311850.39
17 15314 311850.39
17 15315 311850.39
17 15316 311850.39
17 15317 311850.39
17 15318 311850.39
17 15319 311850.39
17 15320 283196.38
17 15321 311850.39
17 15322 311850.39
17 15323 311850.39
17 15324 311850.39
17 15325 311850.39
17 15326 311850.39
17 15327 311850.39
17 15328 311850.39
17 15329 311850.39
17 15330 281125.24
17 15331 311850.39
17 15332 311850.39
17 15333 311850.39
17 15334 311850.39
17 15335 311850.39
17 15336 311850.39
17 15337 311850.39
17 15338 311850.39
17 15339 311850.39
17 15340 311850.39
17 15341 311850.39
17 15342 311850.39
17 15343 311850.39
17 15344 311850.39
17 15345 311850.39
17 15346 311850.39
17 15347 311850.39
17 15348 311850.39
17 15349 311850.39
17 15350 311850.39
17 15351 311850.39
17 15352 311850.39
17 15353 311850.39
17 15354 311850.39
17 15355 311850.39
17 15356 311850.39
17 15357 311850.39
17 15358 311850.39
17 15359 311850.39
17 15360 311850.39
17 15361 311850.39
17 15362 311850.39
17 15363 311850.39
17 15364 311850.39
17 15365 311850.39
17 15366 311850.39
17 15367 142749.31
17 15368 142749.31
17 15369 142749.31
17 15370 142749.31
17 15371 142749.31
17 15372 142749.31
17 15373 142749.31
17 15374 142749.31
17 15375 142749.31
17 15376 142749.31
17 15377 142749.31
17 15378 142749.31
17 15379 142749.31
17 15380 142749.31
17 15381 142749.31
17 15382 142749.31
17 15383 142749.31
17 15384 142749.31
17 15385 142749.31
17 15386 142749.31
17 15387 142749.31
17 15388 142749.31
17 15389 142749.31
17 15390 142749.31
17 15391 142749.31
17 15392 142749.31
17 15393 142749.31
17 15394 142749.31
17 15395 142749.31
17 15396 142749.31
17 15397 142749.31
17 15398 142749.31
17 15399 142749.31
17 15400 142749.31
17 15401 142749.31
17 15402 142749.31
17 15403 142749.31
17 15404 142749.31
17 15405 142749.31
17 15406 142749.31
17 15407 142749.31
17 15408 142749.31
17 15409 142749.31
17 15410 142749.31
17 15411 142749.31
17 15412 142749.31
17 15413 142749.31
17 15414 142749.31
17 15415 142749.31
17 15416 142749.31
17 15417 142749.31
17 15418 142749.31
17 15419 142749.31
17 15420 140960.17
17 15421 142749.31
17 15422 142749.31
17 15423 142749.31
17 15424 142749.31
17 15425 142749.31
17 15426 142749.31
17 15427 142749.31
17 15428 142749.31
17 15429 142749.31
17 15430 142749.31
17 15431 142749.31
17 15432 142749.31
17 15433 142749.31
17 15434 142749.31
17 15435 142749.31
17 15436 142749.31
17 15437 142749.31
17 15438 142749.31
17 15439 142749.31
17 15440 142749.31
17 15441 142749.31
17 15442 142749.31
17 15443 142749.31
17 15444 142749.31
17 15445 142749.31
17 15446 142749.31
17 15447 142749.31
17 15448 142749.31
17 15449 142749.31
17 15450 142749.31
17 15451 142749.31
17 15452 142749.31
17 15453 142749.31
17 15454 142749.31
